circuit_id,pair_id,regime_id,regime_label,selected_backend,feature_set,kernel_name,feature_map_label,logical_qubits,expected_active_qubits,primitive,shots_planned,kernel_i,kernel_j,pair_type,measurement_policy,circuit_family,circuit_serialization_status,circuit_artifact_path,circuit_sha256,runtime_options_policy,submission_job_id,session_id,notes
zz4_H0_zz4_pair_0000,zz4_pair_0000,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,0,0,diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0011,zz4_pair_0011,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,0,11,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0012,zz4_pair_0012,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,0,12,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0013,zz4_pair_0013,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,0,13,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0014,zz4_pair_0014,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,0,14,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0015,zz4_pair_0015,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,0,15,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0016,zz4_pair_0016,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,0,16,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0017,zz4_pair_0017,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,0,17,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0018,zz4_pair_0018,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,0,18,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0019,zz4_pair_0019,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,0,19,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0020,zz4_pair_0020,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,0,20,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0021,zz4_pair_0021,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,0,21,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0022,zz4_pair_0022,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,0,22,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0023,zz4_pair_0023,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,0,23,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0024,zz4_pair_0024,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,1,diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0025,zz4_pair_0025,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,2,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0026,zz4_pair_0026,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,3,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0027,zz4_pair_0027,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,4,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0028,zz4_pair_0028,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,5,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0029,zz4_pair_0029,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,6,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0030,zz4_pair_0030,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,7,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0031,zz4_pair_0031,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,8,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0032,zz4_pair_0032,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,9,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0033,zz4_pair_0033,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,10,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0034,zz4_pair_0034,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,11,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0035,zz4_pair_0035,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,12,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0036,zz4_pair_0036,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,13,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0037,zz4_pair_0037,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,14,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0038,zz4_pair_0038,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,15,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0039,zz4_pair_0039,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,16,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0040,zz4_pair_0040,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,17,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0041,zz4_pair_0041,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,18,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0042,zz4_pair_0042,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,19,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0043,zz4_pair_0043,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,20,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0044,zz4_pair_0044,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,21,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0045,zz4_pair_0045,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,22,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0046,zz4_pair_0046,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,1,23,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0047,zz4_pair_0047,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,2,2,diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0048,zz4_pair_0048,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,2,3,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0049,zz4_pair_0049,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,2,4,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0050,zz4_pair_0050,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,2,5,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0051,zz4_pair_0051,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,2,6,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0052,zz4_pair_0052,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,2,7,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0053,zz4_pair_0053,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,2,8,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0054,zz4_pair_0054,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,2,9,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0055,zz4_pair_0055,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,2,10,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0056,zz4_pair_0056,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,2,11,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0057,zz4_pair_0057,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,2,12,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0058,zz4_pair_0058,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,2,13,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0059,zz4_pair_0059,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,2,14,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0060,zz4_pair_0060,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,2,15,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
